full_name,owner,languages,contributors,stargazers_count
labuladong/fucking-algorithm,labuladong,{'Markdown': 3232248},"['labuladong', 'brucecat', 'JodyZ0203', 'Jasper-Joe', 'kkty39', 'csguojin', 'eric496', 'tianzhongwei', '1097452462', 'Miraclemin', 'mrwangone', 'jasonlu0117', 'happyvictorwu', 'mario-huang', 'MarineJoker', 'ChenjieXu', 'LEODPEN', 'zhengpj95', 'TroyMai', 'L-WWEEII', 'and-star', 'zhangxiann', 'ZakAnun', 'tonytang731', 'enrilwang', 'dekunma', 'cchroot', 'gowufang', 'littlecry', 'Jayden12138', 'kptnewler', 'qhhndaye888', 'ndNovaDev', 'lo-tp', 'lixiandea', 'kingkong1111', 'kepler-zc', 'kalok87', 'hyuan12', 'forthespada', 'aiwandianao', 'zhangshengze0412', 'z2z23n0', 'onmoonno', 'raw34', 'ruisunyc', 'tianzhou', 'ucsk', 'Felix-Lei', 'wwang108', 'weiox', 'Philbenzy', 'yyj08070631', 'ziggy7', 'zongshuai818', 'zuoxijun', 'ruicore', 'heshuyue', '5ooo', 'akijoey', 'DiamondI', 'CharlesCCC', 'chengwhynot', 'axh2018', 'deardeer7', 'Edwenc', 'FanFan0919', 'FrankYzy', 'FrankHui', 'GoGoGoDoge', 'RaldLukka', 'Shawn-Hx', 'liujiajun', 'JiangangZhao', 'Justlxb0124', 'KAGAWA317', 'lzhao819', 'MoguCloud', 'm-sters', 'ryandeng32', 'yanrs17', 'SherlockGuo', 'Sicmatr1x', 'SkylarLJY', 'TCeason', 'wh5a']",129465
massgravel/Microsoft-Activation-Scripts,massgravel,"{'Batchfile': 1902895, 'HTML': 84}","['WindowsAddict', 'ave9858', 'BandhiyaHardik', 'mspaintmsi', 'KomashiFX', 'thecatontheceiling', 'nekoppai']",150890
f/awesome-chatgpt-prompts,f,"{'JavaScript': 160577, 'CSS': 64801, 'HTML': 63544, 'Shell': 294, 'Ruby': 87}","['f', 'iuzn', 'fengkiej', 'JonathanDn', 'developer-acc', 'devisasari', 'ersinyilmaz', 'rajudandigam', 'RuslansAleksejevs', 'jaARke', 'omerimzali', 'bigplayer-ai', 'willfeldman', 'aburakayaz', 'philogicae', 'jaresty', 'gtonic', 'VDUCHEW', 'sinanerdinc', 'iltekin', 'ATX735', 'QuixThe2nd', 'mikuchar', 'mattsq', 'Illyism', 'ErdagEge', 'tscburak', 'aminblm', 'marium-noor', 'leonardespi', 'khushaljethava', 'goeksu', 'eltociear', 'duke79', 'buimatt', 'awesomesolution', 'aousabdo', 'aliasgharheidaricom', 'adnan-kutay-yuksel', 'yusuffgur', 'royforlife', 'AhmedYasserIbrahim', 'mitchhuang777', 'nababuddin', 'riakashyap', 'roachcord3', 'rockbenben', 'rukaiyatasnim', 'siddqamar', 'suhailroushan13', 'waleedsid', 'webmonk', 'ilhanaydinli', 'denizyoldas', 'TirendazAcademy', '0x07CB', 'Ai-trainee', 'anselmobd', 'sonmez-baris', '24rr', 'BiAksoy', 'BowLuckie', 'viardant', 'dogukandogru', 'EliasPereirah', 'FahadBinHussain', 'fliptip', 'jgreen01', 'ThobiasKH', 'majevva', 'tanoojoy', 'GoodCoder666', 'Smponi', 'shvuuuu', 'seaniedan', 'rbadillap', 'orcuntuna', 'OriNachum', 'Mythli', 'aznleetcoder', 'JulianFisla', 'jcordon5', 'iamcanturk', 'yalperg', 'yisraeldov', 'volkankaraali', 'umutphp', 'saidsef', 'rob-x-ai', 'paulo-santo', 'omt66', 'Heroj04', 'Mike-FreeAI', 'mbakin', 'zspri', 'ozcanzaferayan', 'ademidun', 'demian-ae', 'vtjl10', 'yjx419', 'lemorage', 'leopardracer', 'nextdoorUncleLiu', 'omahs', 'sreyas-b-anand', 'tanersekmen', '5HT2', 'yetk1n', 'andyrufasto', 'TheLime1', 'BRTZL', 'beyzadp', 'thebear132', 'CleonGaming', 'emilefokkema', 'fatihsolhan', 'FlorinPopaCodes', 'nuc', 'giorgiop', 'GuillaumeFalourd', 'ozlerhakan', 'JCKWD', 'aiqwe', 'jeff-nasseri-vobesoft', 'y1j2x34', 'lgastako', 'Kamyab7', 'kemalersin', 'obrien-k', 'koksalkapucuoglu', 'lucagonzalez']",134923
krahets/hello-algo,krahets,"{'Java': 611804, 'C++': 566102, 'Python': 502942, 'Swift': 397726, 'Go': 335022, 'JavaScript': 331801, 'Ruby': 278570, 'CMake': 21899, 'Dockerfile': 3102}","['krahets', 'coderonion', 'Gonglja', 'nuomi1', 'Reanon', 'justin-tse', 'hpstory', 'danielsss', 'curtishd', 'night-cruise', 'S-N-O-R-L-A-X', 'rongyi', 'msk397', 'gvenusleo', 'khoaxuantu', 'RiverTwilight', 'K3v123', 'gyt95', 'zhuoqinyue', 'yuelinxin', 'Zuoxun', 'mingXta', 'Phoenix0415', 'FangYuan33', 'GN-Yu', 'longsizhuo', 'IsChristina', 'xBLACKICEx', 'guowei-gong', 'Cathay-Chen', 'pengchzn', 'QiLOL', 'magentaqin', 'hello-ikun', 'JoseHung', 'qualifier1024', 'thomasq0', 'sunshinesDL', 'L-Super', 'Guanngxu', 'Transmigration-zhou', 'WSL0809', 'Slone123c', 'lhxsm', 'yuan0221', 'what-is-me', 'theNefelibatas', 'longranger2', 'codeberg-user', 'xiongsp', 'JeffersonHuang', 'prinpal', 'seven1240', 'Wonderdch', 'malone6', 'xiaomiusa87', 'gaofer', 'bluebean-cloud', 'a16su', 'Shyam-Chen', 'SamJin98', 'hongyun-robot', 'nanlei', 'XiaChuerwu', 'yd-j', 'iron-irax', 'mgisr', 'steventimes', 'junminhong', 'heshuyue', 'danny900714', 'MolDuM', 'Nigh', 'Dr-XYZ', 'XC-Zero', 'reeswell', 'PXG-XPG', 'NI-SW', 'Horbin-Magician', 'Enlightenus', 'YangXuanyi', 'beatrix-chan', 'DullSword', 'xjr7670', 'wenjianmin', 'jiaxianhua', 'qq909244296', 'iStig', 'boloboloda', 'hts0000', 'keshida', 'kilikilikid', 'lclc6', 'lwbaptx', 'linyejoe2', 'liuxjerry', 'llql1211', 'luluxia', 'gledfish', 'fbigm', 'echo1937', 'szu17dmy', 'dshlstarr', 'Yucao-cy', 'coderlef', 'czruby', 'bongbongbakudan', 'beintentional', 'ZongYangL', 'ZhongYuuu', 'ZhongGuanbin', 'hezhizhen', 'linzeyan', 'xb534', 'ztkuaikuai', 'yw-1021', 'ElaBosak233', 'baagod', 'zhouLion', 'yishangzhang', 'yi427', 'yanedie', 'yabo083', 'weibk', 'wangwang105', 'th1nk3r-ing', 'tao363', '4yDX3906', 'syd168', 'sslmj2020', 'smilelsb', 'siqyka', 'selear', 'sdshaoda', 'Xi-Row', 'popozhu', 'nuquist19', 'noobcodemaker', 'XiaoK29', 'chadyi', 'lyl625760', 'lucaswangdev', 'ZJKung', '0130w', 'shanghai-Jerry', 'EJackYang', 'Javesun99', 'lipusheng', 'KNChiu', 'BlindTerran', 'ShiMaRing', 'lovelock', 'FreddieLi', 'FloranceYeh', 'fanchenggang', 'gltianwen', 'goerll', 'nedchu', 'curly210102', 'CuB3y0nd', 'KraHsu', 'CarrotDLaw', 'youshaoXG', 'bubble9um', 'Asashishi', 'Asa0oo0o0o', 'fanenr', 'eagleanurag', 'akshiterate', '52coder', 'foursevenlove', 'KorsChen', 'GaochaoZhu', 'hopkings2008', 'yang-le', 'realwujing', 'Evilrabbit520', 'Umer-Jahangir', 'Turing-1024-Lee', 'Suremotoo', 'paoxiaomooo', 'Chieko-Seren', 'Allen-Scai', 'ymmmas', 'Risuntsy', 'Richard-Zhang1019', 'RafaelCaso', 'qingpeng9802', 'primexiao', 'Urbaner3', 'nidhoggfgg', 'MwumLi', 'CreatorMetaSky', 'martinx', 'ZnYang2018', 'hugtyftg', 'logan-qiu', 'psychelzh', 'Keynman', 'KeiichiKasai', 'KawaiiAsh']",117471
langflow-ai/langflow,langflow-ai,"{'Python': 6913636, 'TypeScript': 3672048, 'JavaScript': 2893780, 'CSS': 80326, 'Makefile': 25288, 'Dockerfile': 23089, 'Shell': 17998, 'PowerShell': 3384, 'Batchfile': 2550, 'HTML': 1151, 'Mako': 789}","['ogabrielluiz', 'anovazzi1', 'lucaseduoli', 'Cristhianzl', 'igorrCarvalho', 'mendonk', 'rodrigosnader', 'edwinjosechittilappilly', 'italojohnny', 'gustavoschaedler', 'cbornet', 'ibiscp', 'jordanrfrazier', 'erichare', 'nicoloboschi', 'dependabot[bot]', 'carlosrcoelho', 'genome21', 'mfortman11', 'github-actions[bot]', 'deon-sanchez', 'vasconceloscezar', 'phact', 'deepankarm', 'Yukiyukiyeah', 'aimurphy', 'zzzming', 'raphaelchristi', 'joaoguilhermeS', 'viniciossilva3', 'epinzur', 'mieslep', 'alexandrehptavares', 'YamonBot', 'DiogenesBR', 'JAtharva22', 'abhishekpatil4', 'gyliu513', 'Vigtu', 'autofix-ci[bot]', 'jacquesmats', 'mlr', 'misrasaurabh1', 'namastex888', 'dvmorris', 'dhlidongming', 'barnuri', 'paxcalpt', 'pedrocassalpacheco', 'Victor-w-Madeira', 'MarceloNunesAlves', 'ysekiy', 'kandakji', 'berrytern', 'jeevic', 'coolgo0811', 'SonicDMG', 'rogeriochaves', 'gs-costa', 'mdqst', 'danielgines', 'alexleventer', 'codeflash-ai[bot]', 'yoazmenda', 'queenvictoria', 'philnash', 'Empreiteiro', 'gladson', 'gabfr', 'ialisaleh', 'tianzhipeng-git', 'smatiolids', 'dolfim-ibm', 'himanshu-dixit', 'eric-schneider', 'crtr0', 'aaronsteers', 'mollux', 'kazuki306', 'jackiemoo', 'yihong0618', 'Uday-sidagana', 'dvncvn', 'saikolasani', 'patrickloeber', 'nick-choudhary', 'VinciGit00', 'msmygit', 'Lanznx', 'desi003', 'brylie', 'eltociear', 'goliath-yamon', 'dxxky', 'datatforxyz', 'chyok', 'brian-ogrady', 'bhatsanket', 'WilliamEspegren', 'thiau', 'colriot', 'Samk13', 'PepperYan', 'merrygoround-of-life', 'wjwjtf', 'xuyingjie', 'liyangwd', 'cayal', 'CodeAunt', 'h-arnold', 'MQ37', 'rafaelsideguide', 'daikiad', 'chris-bateman', '596050', 'AlexShadow3', 'barabasicsongor', 'david-oplatka', 'dmitrygalanov', 'EDLLT', 'ygcedu', 'niuguy', 'GarrettGeorge', 'bad-boy-ri-ri', 'paulosalvatore', 'nv-nfreybler', 'luisfucros', 'jhpiedrahitao', 'jeffreyscarpenter', 'tsuliuchao', 'jasonhp', 'JANHMS', 'artdent', 'irshadmb', 'cypherpepe', 'siavashs', 'sohamganatra', 'stevenbecht', 'roudy16', 'ScripterSugar', 'sujal011', 'Swastik-Swarup-Dash', 'TarunAdvaithK', 'shatejas', 'ThomaciousD', 'Kraego', 'PythonbergIT', 'tmcsantos', 'uladkaminski', 'vitaliimos', 'wbrennan899', 'wbilibio', 'phyyou', 'PaulLockett', 'petrumolla', 'prajwal-pai77', 'r-sniper', 'racky7', 'reidab', 'RemcoGoy', 'rm--', 'rparcus', 'kerinin', 'pavan555', 'gsaivinay', '2getsandesh', 'tkdguq05', 'scottregan', 'sudo-update', 'SebastjanPrachovskij', 'shreyas-damle', 'martins0n', 'mmdsnb', 'deekshanee', 'nicholas-johnson-techxcel', 'nidhimishra-datastax', 'psy42a', 'sa411022', 'saber-wang', 'skipandsnow', 'tushar-composio', 'vincent-pli', 'vmellos', 'waterstark', 'yabi90', 'youyyytrok', 'ytkimirti', 'zhubaoxiang', 'lukaszgajownik-og', 'qq745639151', 'XiaochuanLyu', 'yashrajdighe', 'RielKIM', 'YuhangWuAI', 'yurikoval', 'zac-li', 'sunbingchuan', 'chenhongsheng', 'coderabbitai[bot]', 'ethanyu99', 'linfey90', 'galatro', 'dadadadakai', 'himan-k', 'hotamago', 'hsm207', 'onesolpark', 'jacobhrussell', 'jbmolle', 'cpellet', 'dariosaltarelli', 'devinbost', 'Dexter192', 'Dogtiti', 'noodleslove', 'Eliotdoesprogramming', 'ericzon', 'dodeeric', 'filipecaixeta', 'schuellerf', 'seamys', 'Hack666r', 'hakeemsyd', 'HzaRashid', 'harjoben', 'Khurdhula-Harshavardhan', 'HarshithDR', 'Adarsh-1806', 'akashvjoshidx', 'akshaykripalani', 'devalexandre', 'Alperemrehas', 'asananddevsingh', 'elephantum', 'momokid', 'aparupganguly', 'azdolinski', 'arvy', 'awaisathar', 'Plasma-69', 'bee-ch', 'Lothiraldan', 'cmauck10', 'darthtrevino', 'bradfordcp', 'colegoldsmith', 'zizzfizzix', 'LilkoPetkov', 'lucaspoli', 'maheshrajamani', 'mneedham', 'mattbajorek', 'maxpaynebupt', 'MayRamati', 'melroy89', 'mrhillsman', 'vertgo', 'manhhailua', 'nadeemcite', 'NadirJ', 'NgdHung31', 'rothnic', 'moelllerniklas', 'ofermend', 'Owe1n', 'HimavarshaVS', 'iliakrupin', 'sts07142', 'jaelgu', 'JamalBoustani', '9n', 'jannikmaierhoefer', 'jialudev', 'jeremynac', 'Curt-Park', 'kurtenj', 'jordi-adame', 'jorgectf', 'ericljx2020-gmail', 'kaavee315', 'davidkgp', 'ThadCastl3', 'KRRT7', 'qzg']",127632
yt-dlp/yt-dlp,yt-dlp,"{'Python': 10218225, 'Makefile': 7891, 'Shell': 2925, 'Dockerfile': 287, 'Batchfile': 47}","['dstftw', 'phihag', 'pukkandan', 'remitamine', 'jaimeMF', 'yan12125', 'bashonly', 'blackjack4494', 'rg3', 'FiloSottile', 'coletdjnz', 'seproDev', 'Grub4K', 'Lesmiscore', 'Ashish0804', 'fstirlitz', 'pulpe', 'HobbyistDev', 'Tithen-Firion', 'u-spec-png', 'doe1080', 'github-actions[bot]', 'gcmalloc', 'yasoob', 'shirt-dev', 'MinePlayersPE', 'iemejia', 'nixxo', 'elyse0', 'atomicdryad', 'pzhlkj6612', 'Rudloff', 'xarantolus', 'goggle', 'TRox1972', 'selfisekai', 'c-basalt', 'lunaynx', 'rrooij', 'garret1317', 'rzhxeo', 'johnhawkinson', 'xanadu', 'jeffcrouse', 'JChris246', 'kclauhk', 'parmjitv', 'siikamiika', 'lalinsky', 'gebn', 'jwilk', 'MikeCol', 'flashdagger', 'sprhawk', 'rupertbaxter2', 'Dineshs91', 'jbruchon', 'pmrowla', 'Sipherdrakon', 'slava-sh', 'insaneracist', 'ischmidt20', 'gfabiano', 'blissland', 'zmousm', 'WillSewell', 'timendum', 'wlritchi', 'Bricio', 'skyme5', 'alerikaisattera', 'lkho', 'barsnick', 'sudovijay', 'SirElderling', 'PeterDing', 'grqz', 'DmitryScaletta', 'mezbaul-h', 'ping', 'LucBerge', 'patrickslin', 'ealgase', 'bastik', 'aajanki', 'kasper93', 'Boris-de', 'tejing1', 'Romern', 'subrat-lima', 'zenerdi0de', 't0mm0', 'std-move', 'sqrtNOT', 'm4tu4g', 'fireattack', 'iw0nderhow', 'tobidope', 'nihil-admirari', 'gvalkov', 'tpikonen', 'Phaeilo', 'wader', 'steebchen', 'gilou', 'glensc', 'carusocr', 'Celthi', 'alexmerkel', 'andreasschmitz', 'StefanLobbenmeier', 'ThomasChr', 'thesues', 'makew0rld', 'ngld', 'reiv', 'sahutd', 'trainman261', 'Tatsh', 'snipem', 'jakeogh', 'akretz', 'adrianheine', 'adammw', 'AGSPhoenix', 'chrisjrn', 'damianoamatruda', 'hui1601', 'georgjaehnig', 'InvalidUsernameException', 'jbuchbinder', 'lel-amri', 'mbway', 'misterhat', 'oskar456', 'mc2avr', 'kayb94', 'bit', 'Huarong', 'hojel', 'foghawk', 'B0pol', 'ajj8', 'aarubui', 'DoubleCouponDay', 'smed79', 'trassshhub', 'heyitsxavier', 'sulyi', 'einstein95', 'che0', 'lockmatrix', 'pishposhmcgee', 'AndroKev', 'CasperMcFadden95', 'CeruleanSky', 'ChillingPepper', 'DTrombett', 'mnem', 'mrfade', 'terminalmage', 'imrehg', 'Grabien', 'hheimbuerger', 'windom', 'rohieb', 'pabs3', 'olebowle', 'mtp1376', 'ItIsRain', 'michael-k', 'maxbin123', 'iamleot', 'Kagami', 'jshumphrey', 'fqj1994', 'Tailszefox', 'TobiX', 'baryluk', 'YuenSzeHong', 'Lua12138', 'gamer191', 'geauxlo', 'king-millez', 'krichbanana', 'marieell', 'middlingphys', 'mrBliss', 'newtonelectron', 'qbnu', 'ringus1', 'habi', 'joksnet', 'David-Development', 'glisignoli', 'freezboltz', 'r4mos', 'infanf', 'paulbarbu', 'anisse', 'DavidFabijan', 'arabcoders', '5moufl', 'diegorodriguezv', 'MiLk', 'Evan-sp', 'FestplattenSchnitzel', 'MrDoritos', 'd912e3', 'pyx', 'purdeaandrei', 'skypher', 'julien-hadleyjack', 'jcarlosgarciasegovia', 'CoXier', 'jakubadamw', 'JC-Chung', 'ivan', 'hlintala', 'glenn-slayden', 'fiocfun', 'dyn888', 'diman8', 'cryptonaut', 'columndeeply', 'biwubo', 'bitraid', 'bato3', 'alard', 'wesnm', 'maddoger', 'vvavrychuk', 'shreyasminocha', 'ryandesign', 'Roman2K', 'wiiaboo', 'rndusr', 'Caesim404', '0x9fff00', 'zurfyx', 'zulaport', 'zackmark29', 'vvto33', 'sxvghd', 'stanoarn', 'src-tinkerer', 'pingtux', 'peugeot', 'panatexxa', 'nosoop', 'midas02', 'megustamucho', 'mcd1992', 'kylegustavo', 'jhwgh1968', 'h-collector', 'gmes78', 'geditorit', 'felixonmars', 'Zocker1999NET', 'egw', 'eliasp', 'ddland', 'soult', 'davidbz', 'vasi', 'DarkZeros', 'C0D3D3V', 'CplPwnies', 'davidcl', 'bcongdon', 'cyb3r', 'awalgarg', 'irtusb', 'AnnaOpss', 'Kagee', 'aft90', 'alexvh', 'TingPing', 'psjay', 'prutz1311', 'NeroBurner', 'mikf', 'MaxReimann', 'ferama', 'saper', 'kylepw', 'philip-bl', 'FinnRG', 'meGAmeS1', 'Frenzie', 'gschizas', 'whydoubt', 'jbboehr', 'xenova', 'juancri', 'sehrgut', 'KiberInfinity', 'catch22', 'jacobtruman', 'ivanskodje', 'iTaybb', 'Nyaa-rlathotep', 'idank', 'clienthax', 'GreyAlien502', 'JGjorgji', 'CapacitorSet', 'GiedriusS', 'Dockheas23', 'Galiley', 'gabeos', 'Frankgoji', '1100101', 'FliegendeWurst', 'Ferdi265', 'Fabi019', 'ehoogeveen-medweb', 'Mevious', 'Mehavoid', 'matthewfranglen', 'mart-e', 'mmue', 'the-marenga', 'nonnonstop', 'grawity', 'zhrakula', 'MRWITEK', 'lawlmart', 'kyuyeunk', 'kegan', 'korli', 'johnvictorfs', 'derrotebaron', 'joelverhagen', 'jpotts-redpoints', 'jeroenj', 'jaysttw', 'dz0ny', 'Jaiz909', 'tntmod54321', 'AzartX47', 'arjun024', 'Forever-Young', 'bentley', 'Aniruddh-J', 'savicki', 'ab623', 'amir16yp', 'allendema', 'alexhuot1', 'akirk', 'lksj', 'Xender', 'Wikidepia', 'sagittarian', 'gekitsuu', 'oneplusme', 'LunarFang416', '4ft35t', '1-Byte', 'un-def', 'djpohly', 'Deer-Spangle', 'DavidSkrundz', 'zerodytrash', 'Steap', 'ClosedPort22', 'spjoe', 'CXwudi', 'CHJ85', 'Generator', 'bpfoley', 'hexahigh', 'Bojidarist', 'bohwaz', 'Bobscorn', 'bbepis', 'palewire', 'benfaerber', 'austind', 'Tassatux']",129616
DigitalPlatDev/FreeDomain,DigitalPlatDev,"{'HTML': 106636, 'Python': 2424}","['EdwardLab', 'AnkitKrYadav']",103184
Significant-Gravitas/AutoGPT,Significant-Gravitas,"{'Python': 4817847, 'TypeScript': 2299354, 'Dart': 203562, 'JavaScript': 113862, 'PLpgSQL': 60770, 'Jinja': 42254, 'C++': 23419, 'CMake': 18862, 'CSS': 11116, 'Shell': 10675, 'Dockerfile': 6729, 'HTML': 3023, 'Ruby': 2803, 'Batchfile': 2732, 'Swift': 2384, 'C': 1425, 'Elixir': 1068, 'Kotlin': 140, 'Objective-C': 38}","['Auto-GPT-Bot', 'Pwuts', 'Torantulino', 'waynehamadi', 'majdyz', 'Swiftyos', 'hunteraraujo', 'ntindle', 'richbeales', 'aarushik93', 'BillSchumacher', 'dependabot[bot]', 'SilenNaihin', 'Bentlybro', 'kcze', '0ubbe', 'Abhi1992002', 'lc0rp', 'collijk', 'AndresCdo', 'p-i-', 'sadmuphin', 'maiko', 'drikusroor', 'erik-megarad', 'Wladastic', 'coditamar', 'k-boikov', 'rihp', 'csolar', 'sweetlilmre', 'Tymec', 'cs0lar', 'dschonholtz', 'kinance', 'andrewhooker2', 'Taytay', 'AlrikOlson', 'edcohen08', 'Slowly-Grokking', 'OmriGM', 'fabricehong', 'Androbin', 'evakhteev', 'josephcmiller2', 'meta-fx', 'russellocean', 'nponeccop', 'rocks6', 'lengweiping1983', 'pratiksinghchauhan', 'slavakurilyak', 'bituq', 'yousefissa', 'eltociear', 'neuralsignal', 'gersh', 'MalikMAlna', 'didier-durand', 'TaylorBeeston', 'onekum', 'Boostrix', 'sagarishere', 'dillweed', 'hdkiller', 'kbarnard10', '0xf333', 'gklab', 'primaryobjects', 'kreneskyp', 'mikekelly', 'bingoko', 'vishesh10', 'chyezh', 'blankey1337', 'psvensson', 'ccheney', 'Zorinik', 'Void-n-Null', 'PhilipAD', 'Artemonim', 'muellerberndt', 'zzzgydi', 'NeonN3mesis', 'twajothi', 'bsenst', 'itsmarble', 'lekapsy', 'ryanmac', 'SBNovaScript', 'chozzz', 'stargatejy', 'lelcruz', 'keenborder786', 'illyx1', 'blankster', 'BiaoLiu2017', 'Copilot', 'AbTrax', 'coley-angel', 'Dr33dM3', 'aramfaghfouri', 'ThisisHubert', 'jacobtohahn', 'jcp', 'Explorergt92', 'safimuhammad', 'ppetermann', 'Sma-Das', 'EricFedrowisch', 'gentaag', 'endolith', 'dyabel', 'cislerk', 'bszollosinagy', 'stplaydog', 'yunzheng1112', 'qwdqwqdwqd', 'Wiradjuri', 'willcallender', 'ValentaTomas', 'gty3310', 'Tianxu-Jia', 'BaseInfinity', 'SarahGrevy', 'RainRat', 'pitmonticone', 'paperMoose', 'nel349', 'MissingDLL', 'Ding3LI', 'MarKiSS2000', 'zlipknot', 'younessZMZ', 'youkaichao', 'ymrohit', 'wangxuqi', 'xpineda', 'warlockee', 'yuta0x89', 'seeseesky', 'seer-by-sentry[bot]', 'nolan23', 'riensen', 'rickythefox', 'razorhasbeen', 'pkqs90', 'mtx-light', 'jianhuanggo', 'Hyaxia', 'gravelBridge', 'DonGuillotine', 'D1m7asis', 'dhensen', 'johnseth97', 'DenTheProgrammer', 'dawnkelly09', 'ningzero', 'hisandan', 'dychen', 'DGdev91', 'cyrus-hawk', 'NinjaGPT', 'CodeZeno', 'cwenner', 'ccsnow127', 'awmorgan', 'bfalans', 'HMDCrew', 'ambujpawar', 'ATheorell', 'AgentService', 'alexonab', 'MichaelSheinman', 'mplummeridge', 'manuel-soria', 'Lootheo', 'LuisLechugaRuiz', 'zhanglei1172', 'voulkon', 'Kiran1689', 'chitalian', 'emmanuel-ferdman', 'ethethanlee', 'filipjakubowski', 'MrBrain295', 'gocodeo', 'dOrgJelli', 'jiezhangGt', 'u007', 'H-jj-R', 'isayahc', 'ishworpanta10', 'JadeCong', 'jafar-albadarneh', 'jakubbober', 'jakubno', 'DrMurx', 'janekdijkstra', 'Japh', 'chenfengyanyu', 'PopviZ', 'koad', 'JasonDRZ', 'Josh-XT', 'JawadAbu', 'jayceslesar', 'jayden5744', 'jeffxtang', 'JesseRWeigel', 'Jimcau', 'calmglow', 'joedevon', 'bathrobe', 'UICJohn', 'johnisanerd', 'gantit', 'Jonobinsoftware', 'balloch', 'jonmrjr', 'joslangarica', 'josephbisaillon', 'Fullstop000', 'machado2', 'GECORegulatory', 'CHIGUI0', 'gabrielrbarbosa', 'h3llix', 'georgehaws', '6rzes', 'IHIaadj', 'miandai', 'hamidzr', 'Hanhan0831', 'Hanzhang-lang', 'HawkClaws', 'Arthur-Heng', 'himsmittal-ai', 'Howard-Cheung', 'Huarada', 'hugomastromauro', 'IANTHEREAL', 'igormarga', 'IkuOhama', 'ledrui', 'Imccccc', 'Irmius', 'itaisteinherz', 'againeureka', 'chojuninengu', 'Legionof7', 'asd878988', 'joshyorko', 'JackDance', 'yashrahurikar23', 'MK4070', 'maanvithag', 'mawsyh', 'MaduraHerath', 'MKdir98', 'tmalahie', 'manalarora', 'ManoBharathi93', 'manskx', 'BorntraegerMarc', 'Lohith-11', 'mariosacaj', 'melambert', 'giggei', 'xhypeDE', 'matheudev', 'mattsinnock', '480', 'SeaField-dev', 'MauroDruwel', 'maxletemple', 'aivaras-mazylis', 'MerlimarCode', 'Mertkaann', 'schumacher-m', 'micwin', 'mickqian', 'jmikedupont2', 'JovanKanevche', 'joycebrum', 'joaorafaelm', 'nerfZael', 'JuroOravec', 'sdfgsdfgd', 'KMing-L', 'kaiomagalhaes', 'KapitanFernand', 'Rokniel', 'Thakay', 'k8si', 'townie', 'kennyu', 'kevinboudot', 'khelil', 'KissPeter', 'KleinerCodeDrago', 'konraddroeske', 'kristianjackson', 'kushal34712', 'kyannai', 'DutchErwin', 'lwneal', 'leondz', 'lewispeel', 'rahmanlibi47', 'ldnvnbl', 'thisislvca', 'lukadumancic', 'anatoliykmetyuk', '4nd3rs', 'andrewbourguignon', 'mogronalol', 'aniruddha-adhikary', 'kitdesai', 'Asmedeus998', 'antonovmaxim', 'JasonZhang95', 'RedTachyon', 'arromaljj', 'arunqa', 'Ashish-Soni08', 'Ashutoshkataria19', 'asifdotpy', 'kumayu0108', 'Ayush-Mittal10', 'turboslapper', 'warnyul', 'Baptistecaille', 'BarneyChambers', 'bary12', 'BatesJernigan', 'bobisme', 'bobvanluijt', 'banderson12', 'LightInn', 'Brian-Mwangi-developer', 'bRitch022', 'Bsodoge', '0xcha05', 'fqd511', 'amirdaaee', 'aaron13100', 'aayush226', 'karimhabush', 'Qoyyuum', 'aliumujib', 'abdllahdev', 'Fried-Squid', 'aminghani', 'ada-lovecraft', 'AdrianScott', 'AdrianSilaghi', 'aiherrera1', 'Ahmad-Alaziz', 'atetsuka', 'deece', 'amplifier-user', 'hazzari', 'dotdust', 'alexsoyes', 'AlexKissiJr', 'alexworden', 'snaky-ru', 'AJV009', 'althaf004', 'AmahAjavon', 'amebru', 'aaly00', 'DG1202', 'droosma', 'gluonhiggs', 'E-GPT', '3kh0', 'bbaaxx', 'EdgarBarrantes', 'lalo', 'egonm12', 'ehtec', 'seacrest', 'enricofranke', 'pilotniq', 'erlendjones', 'esaiaswestberg', 'eslam-fakhry', 'zedatrix', 'ezolenko', 'elynch303', 'eukub', 'Exstor', 'FIresInWind', 'faichele', 'fbk111', 'faranbutt', 'farizrahman4u', 'kfern', 'fzoric8', 'Fluder-Paradyne', 'Sewen', 'bufo24', 'cagdasbas', 'CalCameron', 'oneforce', 'tomkat-cr', 'carylaw', 'CatMe0w', 'cbrzn', 'Ch0daboy', 'superchaoran', 'iamlockelightning', 'cmodi-meta', 'chrisvxd', 'dagelf', 'corpetty', 'cwperks', 'DJStompZone', 'dleidisch', 'dr1yl', 'dannaward', 'danielfebrero', 'danmohad', 'BurtTheCoder', 'scenaristeur', 'dwrtz', 'dongdaoguang', 'DawgZter', 'flashdumper', 'DhruvAwasthi', 'dimitribrooks']",178818
